mandature;uidconseiller;civilite;nom;prenom;groupecourt;groupepolitique;fonctionexecutif;codedepelection;depelection;listecourt;listeelectorale;datenaissance;villenaissance;profession;twitter;facebook;siteinternet;blog
18.0;ELU165;Monsieur;MEIGNEN;Thierry;LRI;Libres, Républicains et Indépendants;;93.0;Seine-Saint-Denis;LUD 93;l'alternance avec Valérie Pécresse 93;17/05/1957;Ivry s/seine;Chef entreprise;@thierry Meignen;;;
18.0;ELU111;Madame;PÉCRESSE;Valérie;LRI;Libres, Républicains et Indépendants;Présidente du conseil régional;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;14/07/1967;;: Magistrat;;;;
18.0;ELU105;Monsieur;PROFFIT;Julien;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;03/02/1974;Paris;: Avocat;@Proffit Julien;julien proffit;;
18.0;ELU68;Monsieur;THOMAS;Olivier;E-ÎDF;Ensemble, l'Île-de-France;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;28/04/1963;Antony;Attaché principal d'administration centrale;;;;
18.0;ELU139;Monsieur;VIGIER;Jean-François;UDI;Union des Démocrates et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;20/06/1963;Beaulieu;Cadre (entreprises publiques);@jfvigier;jf.vigier;;
18.0;ELU88;Madame;BARJOU;Dominique;E-ÎDF;Ensemble, l'Île-de-France;;94.0;Val-de-Marne;LUG 94;La Gauche et les Écologistes rassemblés avec Claude Bartolone 94;02/09/1953;Paris (75);Directrice de Cabinet;@dbarjou;Dominique Barjou;;
18.0;ELU208;Madame;BERTHAUD;Corinne;NI;Non Inscrits;;95.0;Val-d'Oise;FN 95;Front National 95;07/04/1971;Lyon;Ecrivain spécialiste de la souffrance au travail;;;;
18.0;ELU136;Madame;CARILLON;Sylvie;LRI;Libres, Républicains et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;14/01/1965;Savigny-sur-Orge;Salarié du secteur médical;;;;
18.0;ELU99;Madame;CHAIN-LARCHÉ;Anne;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;11/04/1958;Paris;Pharmacien;@anne_chain;Anne Chain Larché;;
18.0;ELU151;Madame;COBLENTZ;Caroline;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;28/04/1967;Suresnes;Elue locale;;;;
18.0;ELU86;Monsieur;COSKUN;Taylan;FdG;Front de Gauche - Parti communiste français et République & socialisme;;93.0;Seine-Saint-Denis;LUG 93;La Gauche et les Écologistes rassemblés avec Claude Bartolone 93;18/01/1970;Bakirkoy;Cadre;;;;
18.0;ELU41;Madame;COSSE;Emmanuelle;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;15/11/1974;Paris;;@emmacosse;emmacosse1;;
18.0;ELU135;Madame;DURANTON;Marianne;UDI;Union des Démocrates et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;12/05/1968;Redon;DIrectrice administrative et financiére;;;;
18.0;ELU185;Madame;ELIMAS;Nathalie;CD;Centre et des Démocrates;;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;05/06/1973;BEAUVAIS;Fonctionnaire;@nathalie Elimas;nathalie Elimas;;http://nathalie-elimas.fr
18.0;ELU96;Madame;ESPARGILIÈRE;Juliette;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;95.0;Val-d'Oise;LUG 95;La Gauche et les Écologistes rassemblés avec Claude Bartolone 95;27/08/1978;Clamart;Déléguée vie associative;@espargiliereju;juliette espargilière;;
18.0;ELU174;Monsieur;GONZALES;Didier;LRI;Libres, Républicains et Indépendants;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;14/09/1960;Algérie;Inspecteur des douanes;;;;
18.0;ELU12;Monsieur;HUBERT;Florent;E-ÎDF;Ensemble, l'Île-de-France;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;29/12/1977;Paris;Fonctionnaire;;;;
18.0;ELU140;Madame;LAMIRÉ-BURTIN;Sandrine;CD;Centre et des Démocrates;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;14/10/1971;Paris;Responsable événementiel;;Sandrine Lamiré;;
18.0;ELU38;Monsieur;LECOQ;Jean-Pierre;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;18/07/1954;Paris;Retraité;;;;
18.0;ELU32;Madame;MONTANDON;Valérie;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;31/03/1976;;: Chef d'entreprise;@VMontandon;Valérie Montandon;http://www.valeriemontandon.fr;
18.0;ELU118;Monsieur;NASROU;Othman;LRI;Libres, Républicains et Indépendants;Premier vice-président en charge des relations internationales et des affaires européennes;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;13/07/1987;;: Chef d'entreprise;@othmannasrou;/othmannasrou;http://www.othman-nasrou.fr;
18.0;ELU55;Monsieur;PLANCHOU;Jean-Paul;E-ÎDF;Ensemble, l'Île-de-France;;77.0;Seine-et-Marne;LUG 77;La Gauche et les Écologistes rassemblés avec Claude Bartolone 77;22/04/1948;;: Retraité;;;;
18.0;ELU67;Madame;RUFET;Corinne;AES;Alternative écologiste et sociale;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;04/09/1972;;Autre cadre;@cocoruf;;;
18.0;ELU94;Monsieur;SERNE;Pierre;AES;Alternative écologiste et sociale;;95.0;Val-d'Oise;LUG 95;La Gauche et les Écologistes rassemblés avec Claude Bartolone 95;28/05/1972;;Fonctionnaire;@pierreserne;pierre serne;;
18.0;ELU156;Monsieur;SPIRI;Jean;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;04/06/1982;;Cadre supérieur (secteur privé);@jeanspiri;Jean Spiri;http://jeanspiri.fr;
18.0;ELU168;Madame;ADLANI;Farida;CD;Centre et des Démocrates;10ème Vice-Présidente en charge des Solidarités, de la Santé et de la Famille;93.0;Seine-Saint-Denis;LUD 93;l'alternance avec Valérie Pécresse 93;11/03/1976;;Employée (secteur privé);;;;
18.0;ELU221;Madame;ANSEL;Maxence;UDI;Union des Démocrates et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;25/04/1974;CAMEROUN;Journaliste, réalisatrice audiovisuelle;@maxyancel;;;
18.0;ELU203;Monsieur;BARDELLA;Jordan;RN-ÎDF;Rassemblement national Île-de-France;;93.0;Seine-Saint-Denis;FN 93;Front National 93;13/09/1995;Drancy (93);Député européen;@j_bardella;Jordan Bardella;fn93.fr;
18.0;ELU49;Monsieur;BENHAIM;Frédéric;AES;Alternative écologiste et sociale;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;19/11/1982;New-York;Entrepreneur;@fredericbenhaim;;;frederic-benhaim.net
18.0;ELU196;Monsieur;CHEVRIER;Philippe;NI;Non Inscrits;;78.0;Yvelines;FN 78;Front National 78;09/06/1950;Paris 19ème;Retraité salarié privé;;;;
18.0;ELU194;Madame;COURNET;Aurélie;NI;Non Inscrits;;77.0;Seine-et-Marne;FN 77;Front National 77;11/11/1985;L'Hay-les-Roses;Cadre (privé);@NangisRBM;;;
18.0;ELU4;Monsieur;COURTOIS;Daniel-Georges;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;29/08/1956;Paris;Conseiller Maître à la cour des comptes;;;;
18.0;ELU76;Monsieur;DAMERVAL;François;AES;Alternative écologiste et sociale;;92.0;Hauts-de-Seine;LUG 92;La Gauche et les Écologistes rassemblés avec Claude Bartolone 92;31/08/1979;Amiens;Gérant entreprise;@fdamerval;;http://francoisdamerval.eu;
18.0;ELU177;Madame;DELEPAULE;Nathalie;UDI;Union des Démocrates et Indépendants;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;03/12/1965;Libourne;sans profession déclarée;;;;
18.0;ELU121;Madame;FOUCHÉ;Huguette;CD;Centre et des Démocrates;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;07/12/1951;Paris 15ème;Retraitée salarié privé;;huguette fouche;;
18.0;ELU21;Monsieur;KARAM;Patrick;LRI;Libres, Républicains et Indépendants;7éme vice-président en charge des sports, des loisirs, de la jeunesse, de la citoyenneté et de la vie associative;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;08/02/1961;Pointe-à-Pitre;Inspecteur général de la jeunesse et des sports;@karampatrick;;;
18.0;ELU69;Madame;KRIBI-ROMDHANE;Hella;AES;Alternative écologiste et sociale;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;20/03/1980;Marrakech;Attachée territoriale;@HellaKR;Hella Kribi-Romdhane;http://hellakribiromdhane.fr;
18.0;ELU152;Monsieur;LAURENT;Philippe;UDI;Union des Démocrates et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;14/05/1954;Hautmont;Consultant;@laurent_sceaux;;http://philippe-laurent.fr;
18.0;ELU110;Madame;MONCHECOURT;Sylvie;UDI;Union des Démocrates et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;21/11/1952;;: Retraitée du secteur privé;@SylvieMoncheco1;;;
18.0;ELU23;Monsieur;PÉCHENARD;Frédéric;LRI;Libres, Républicains et Indépendants;9ème vice-président en charge de la sécurité et de l'aide aux victimes;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;12/03/1957;Neuilly-sur-Seine;: Cadre;;;;
18.0;ELU119;Madame;PERE-BRILLAULT;Anne;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;01/03/1961;Lille;: Directrice de la communication;@pere_anne;anne.pere.brillault;;
18.0;ELU183;Madame;PORTELLI;Florence;LRI;Libres, Républicains et Indépendants;15ème vice-présidente en charge de la culture, du patrimoine et de la création;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;23/03/1978;;;;;;
18.0;ELU116;Monsieur;RICHARD;Arnaud;UDI;Union des Démocrates et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;30/04/1971;Rouen;: Directeur général d’une association;;;;
18.0;ELU74;Monsieur;ROMERO;Roberto;AES;Alternative écologiste et sociale;;92.0;Hauts-de-Seine;LUG 92;La Gauche et les Écologistes rassemblés avec Claude Bartolone 92;04/01/1968;Santiago du Chili;: Professeur;@robertoadrian;robertoromero.eu;http://robertoromero.eu;
18.0;ELU187;Madame;SAKI-AIDOUD;Samira;LRI;Libres, Républicains et Indépendants;;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;05/10/1974;Saint-Denis;Ingénieur d'affaires calcul et simulation;@samira_aidoud;;;
18.0;ELU62;Madame;SALL;Ramatoulaye;AES;Alternative écologiste et sociale;;78.0;Yvelines;LUG 78;La Gauche et les Écologistes rassemblés avec Claude Bartolone 78;10/03/1986;;Permanent politique;@SallRama;;;
18.0;ELU60;Madame;THIS SAINT-JEAN;Isabelle;E-ÎDF;Ensemble, l'Île-de-France;;78.0;Yvelines;LUG 78;La Gauche et les Écologistes rassemblés avec Claude Bartolone 78;28/05/1963;Suresnes;Professeur d'université;I This Saint Jean;Isabelle This Saint-Jean;;
18.0;ELU106;Madame;VAN;Thi Hong Chau;CD;Centre et des Démocrates;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;01/08/1970;Bussy-Saint-Georges;Formatrice;;;;
18.0;ELU130;Monsieur;BEAUDET;Stéphane;LRI;Libres, Républicains et Indépendants;5ème Vice-Président en charge de la stratégie institutionnelle, des transports et des mobilités durables;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;25/05/1972;Paris 9;chef d'entreprise;@beaudetstephane;Stephane Beaudet;stephanebeaudet.fr;
18.0;ELU20;Madame;BÜRKLI;Delphine;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;05/06/1974;Paris;Cadre;@dburki;delphine burkli;http://delphineburki.fr;
18.0;ELU153;Madame;CARMANTRAND;Caroline;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;21/03/1969;Boulogne;;carocarmantrand;;;
18.0;ELU184;Monsieur;CHKROUN;Benjamin;UDI;Union des Démocrates et Indépendants;;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;15/02/1981;Martigues;Délégué Général;@b_chkroun;benjamin.chkroun;;
18.0;ELU134;Monsieur;DUGOIN-CLÉMENT;Jean-Philippe;UDI;Union des Démocrates et Indépendants;11ème Vice-président en charge de l'écologie, du développement durable et de l'aménagement;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;15/08/1975;Ris-Orangis;Cadre;@JPDugoinClement;Jean-Philippe Dugoin-Clement;;http://www.jean-philippe-dugoint.fr
18.0;ELU47;Monsieur;GAYETS (DES);Maxime;E-ÎDF;Ensemble, l'Île-de-France;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;25/05/1978;Saint-Mandé;Permanent politique;@mdesgayets;;http://www.maximedesgayets.fr;
18.0;ELU5;Madame;GIAZZI;Danièle;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;03/09/1955;Paris;Cadre dirigeant;;;;
18.0;ELU201;Madame;JUILLE;Vanessa;NI;Non Inscrits;;91.0;Essonne;FN 91;Front National 91;02/08/1975;Longjumeau;Gestionnaire de patrimoine;@vanessajuille;;;
18.0;ELU84;Monsieur;MECHMACHE;Mohammed;AES;Alternative écologiste et sociale;;93.0;Seine-Saint-Denis;LUG 93;La Gauche et les Écologistes rassemblés avec Claude Bartolone 93;19/04/1966;;Autre cadre (privé);;mohammed mechmache;;
18.0;ELU51;Monsieur;MIGNOT;Didier;FdG;Front de Gauche - Parti communiste français et République & socialisme;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;18/04/1962;;Fonctionnaire;@DidierMignot;Didier Mignot;;
18.0;ELU225;Monsieur;PÉRICAT;Xavier;LRI;Libres, Républicains et Indépendants;;;;;;16/08/1968;;;;;;
18.0;ELU175;Madame;ROYER;Christel;LRI;Libres, Républicains et Indépendants;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;11/06/1954;Suresnes (92);: Médecin anesthésiste réanimateur;;;;
18.0;ELU115;Madame;ROZIÈRES (DE);Babette;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;27/05/1946;Pointe-à-Pitre;animatrice de télévision;@BabetteDR;babette de Rozieres;;
18.0;ELU141;Monsieur;SOLÈRE;Thierry;NI;Non Inscrits;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;17/08/1971;;Député;@solere92;tsolere;;http://solere.blogs.com
18.0;ELU2;Monsieur;CAPLIEZ;Stéphane;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;27/05/1963;;Cadre supérieur (privé);;;;
18.0;ELU78;Monsieur;D'ASTA;Nicola;E-ÎDF;Ensemble, l'Île-de-France;;92.0;Hauts-de-Seine;LUG 92;La Gauche et les Écologistes rassemblés avec Claude Bartolone 92;30/04/1964;Neuilly s/seine;Adjoint Administratif;@DNiko;nicola d'asta;;
18.0;ELU206;Madame;DE FREITAS-VARANDAS;Gorete;RN-ÎDF;Rassemblement national Île-de-France;;94.0;Val-de-Marne;FN 94;Front National 94;05/09/1980;Paris;Chef de mission EC;;;;
18.0;ELU30;Madame;DEROUARD;Clotilde;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;10/09/1964;Paris;Chargée de communication;@C_derouard;clotide derouard;;
18.0;ELU172;Monsieur;DOSNE;Olivier;LRI;Libres, Républicains et Indépendants;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;20/01/1961;Pithiviers (45);Pharmacien;@DOSNEOlivier;Olivier Dosne;;olivier-dosne.fr
18.0;ELU93;Madame;GHIATI;Vanessa;FdG;Front de Gauche - Parti communiste français et République & socialisme;;94.0;Val-de-Marne;LUG 94;La Gauche et les Écologistes rassemblés avec Claude Bartolone 94;14/11/1974;Fontenay-aux-Roses;Cadre territoriale;;;;
18.0;ELU14;Madame;GROUX;Nathalie;UDI;Union des Démocrates et Indépendants;;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;23/01/1968;Stains;Fonctionnaire territorial;@grouxnathalie;Nathalie Groux;;
18.0;ELU199;Madame;GUIBERT;Audrey;RN-ÎDF;Rassemblement national Île-de-France;;91.0;Essonne;FN 91;Front National 91;07/07/1986;Nogent-sur-Marne;Assistante du chef de projet évènementiel;@audrey-guibert;;;
18.0;ELU50;Madame;JARRY-BOUABID;Anne-Claire;AES;Alternative écologiste et sociale;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;01/02/1973;Angers;Cadre Ministére des Finances;;;;
18.0;ELU102;Monsieur;JEUNEMAITRE;Eric;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;28/05/1956;Paris;Agriculteur;;;;
18.0;ELU202;Monsieur;LACAPELLE;Jean-Lin;RN-ÎDF;Rassemblement national Île-de-France;;92.0;Hauts-de-Seine;FN 92;Front National 92;17/04/1967;Lyon;Directeur commercial;jllacapelle;Jean-Lin Lacapelle;;
18.0;ELU39;Madame;LANIESSE;Philippine;CD;Centre et des Démocrates;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;19/12/1989;Landerneau;Consultante en communication;@PhilippineLan;;;
18.0;ELU61;Monsieur;SATOURI;Mounir;AES;Alternative écologiste et sociale;;78.0;Yvelines;LUG 78;La Gauche et les Écologistes rassemblés avec Claude Bartolone 78;25/05/1975;;Cadre supérieur (privé);@MounirSatouri;satouri mounir;;
18.0;ELU18;Monsieur;SOUMARE;Ali;E-ÎDF;Ensemble, l'Île-de-France;;95.0;Val-d'Oise;LUG 95;La Gauche et les Écologistes rassemblés avec Claude Bartolone 95;25/12/1980;;Autre cadre (privé);;;;
18.0;ELU82;Monsieur;TRIGANCE;Yannick;E-ÎDF;Ensemble, l'Île-de-France;;93.0;Seine-Saint-Denis;LUG 93;La Gauche et les Écologistes rassemblés avec Claude Bartolone 93;13/07/1962;Epinay sur Seine;Directeur Général Adjoint;@yannicktrigance;Yannick Trigance;;http://yannicktrigance.fr
18.0;ELU192;Madame;TROUSSARD;Béatrice;RN-ÎDF;Rassemblement national Île-de-France;;77.0;Seine-et-Marne;FN 77;Front National 77;21/01/1969;Chateau Thierry;Professeur;@chellesbleumari;Chellesbleumarine;;
18.0;ELU85;Madame;YOUSSOUF;Mélissa;E-ÎDF;Ensemble, l'Île-de-France;;93.0;Seine-Saint-Denis;LUG 93;La Gauche et les Écologistes rassemblés avec Claude Bartolone 93;14/02/1988;Villepinte (93);Employée (autres entrep. publiques);@MelissaYoussouf;;;
18.0;ELU104;Madame;BADRÉ;Marie-Pierre;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;06/06/1945;Angers;;@mpbadre;Marie Pierre Badre;;
18.0;ELU15;Madame;BORD;Corinne;E-ÎDF;Ensemble, l'Île-de-France;;93.0;Seine-Saint-Denis;LUG 93;La Gauche et les Écologistes rassemblés avec Claude Bartolone 93;17/05/1970;Fontenay aux Roses;Conseillére technique;@Corinnebord;Corinne Bord;http://corinnebord.fr;
18.0;ELU169;Madame;CIUNTU;Marie-Carole;LRI;Libres, Républicains et Indépendants;2ème Vice-Présidente en charge des lycées et de l'administration générale;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;09/11/1964;;Avocat;;;;
18.0;ELU112;Monsieur;DOUILLET;David;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;17/02/1969;;Autre profession;;;;
18.0;ELU178;Monsieur;DOUSSET;Didier;CD;Centre et des Démocrates;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;07/06/1955;Paris;Mairie;@dousset 2014;didier dousset;;
18.0;ELU207;Monsieur;DUBOIS;Jean-Michel;RN-ÎDF;Rassemblement national Île-de-France;;95.0;Val-d'Oise;FN 95;Front National 95;27/08/1943;Enghien-les-Bains;Retraité;;;;
18.0;ELU224;Monsieur;EL HAIMER;Khattari;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;13/02/1978;Mantes la Jolie;Directeur d'association prévention spécialisée;;SIDI EL HAIMER;;
18.0;ELU59;Monsieur;HAMON;Benoît;AES;Alternative écologiste et sociale;;78.0;Yvelines;LUG 78;La Gauche et les Écologistes rassemblés avec Claude Bartolone 78;26/06/1967;St Renan;;;;;
18.0;ELU188;Monsieur;JIMENEZ;Benoît;UDI;Union des Démocrates et Indépendants;;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;15/07/1989;;Employée (secteur privé);;;;
18.0;ELU53;Monsieur;KALFON;François;E-ÎDF;Ensemble, l'Île-de-France;;77.0;Seine-et-Marne;LUG 77;La Gauche et les Écologistes rassemblés avec Claude Bartolone 77;11/06/1968;;Cadre supérieur (privé);;;;
18.0;ELU155;Madame;LAVALETTE (DE);Béatrice;UDI;Union des Démocrates et Indépendants;13ème Vice-Présidente en charge du dialogue social;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;20/09/1965;Limoges;Profession rattachée à l'enseignt.;@De_Lavalette_B;;;
18.0;ELU1;Monsieur;LOUSTAU;Axel;RN-ÎDF;Rassemblement national Île-de-France;;92.0;Hauts-de-Seine;FN 92;Front National 92;17/02/1971;Issy-les-Moulineaux;Chef d'entreprise;@axelloustau;axel loustau;;
18.0;ELU56;Madame;MONVILLE-DE CECCO;Bénédicte;AES;Alternative écologiste et sociale;;77.0;Seine-et-Marne;LUG 77;La Gauche et les Écologistes rassemblés avec Claude Bartolone 77;26/05/1970;Paris;: Enseignante dans l'enseignement supérieur privé;@BenMonville;Bénédicte Monville-De Cecco;http://bienvivreamelun.wordpress.com;http://blogs.mediapart.fr/benedicte-monville
18.0;ELU70;Monsieur;PLACÉ;Jean-Vincent;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;12/03/1968;;;@JVPlace;;;
18.0;ELU179;Madame;PRIMEVERT;Catherine;LRI;Libres, Républicains et Indépendants;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;22/08/1951;Saint-Maur-des-Fossés;: Retraitée de l'enseignement;;;;
18.0;ELU159;Madame;QUILLERY;Christine;UDI;Union des Démocrates et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;18/04/1955;Vichy;;@quillerychris;;;http://www.udi-clamart.fr/
